,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,TIME
552,0.576,0.926,0.789,0.344,0.249,0.446,0.262,0.723,0.236,0.195,1606228946.1961
553,0.539,0.9,0.812,0.356,0.259,0.501,0.332,0.745,0.257,0.195,1606228946.3213
554,0.477,0.813,0.759,0.341,0.254,0.563,0.489,0.745,0.271,0.177,1606228946.4464
555,0.4,0.71,0.663,0.302,0.238,0.61,0.725,0.765,0.273,0.149,1606228946.5713
556,0.325,0.643,0.562,0.248,0.217,0.627,1.003,0.834,0.265,0.12,1606228946.6964
557,0.268,0.636,0.485,0.192,0.197,0.615,1.273,0.945,0.246,0.099,1606228946.8217
558,0.241,0.67,0.432,0.146,0.183,0.589,1.501,1.062,0.222,0.088,1606228946.9465
559,0.246,0.703,0.392,0.116,0.175,0.57,1.679,1.139,0.198,0.088,1606228947.0716
560,0.274,0.696,0.352,0.105,0.171,0.564,1.808,1.138,0.18,0.094,1606228947.197
561,0.307,0.635,0.304,0.108,0.167,0.563,1.884,1.044,0.169,0.102,1606228947.3218
562,0.329,0.542,0.251,0.127,0.164,0.541,1.881,0.869,0.166,0.108,1606228947.4467
563,0.328,0.446,0.207,0.161,0.162,0.485,1.778,0.658,0.167,0.112,1606228947.572
564,0.309,0.366,0.183,0.206,0.165,0.401,1.594,0.475,0.169,0.115,1606228947.697
565,0.279,0.306,0.182,0.251,0.171,0.314,1.372,0.363,0.166,0.115,1606228947.8219
566,0.254,0.262,0.199,0.284,0.177,0.257,1.166,0.332,0.159,0.114,1606228947.9474
567,0.244,0.231,0.219,0.296,0.179,0.262,1.02,0.357,0.147,0.115,1606228948.0724
568,0.254,0.222,0.231,0.283,0.172,0.332,0.95,0.406,0.135,0.118,1606228948.1973
569,0.279,0.239,0.225,0.251,0.158,0.442,0.93,0.446,0.127,0.125,1606228948.3229
570,0.304,0.275,0.199,0.213,0.143,0.548,0.912,0.454,0.124,0.136,1606228948.4481
571,0.316,0.326,0.168,0.181,0.136,0.612,0.86,0.43,0.129,0.148,1606228948.5726
572,0.313,0.383,0.142,0.165,0.143,0.617,0.78,0.385,0.139,0.156,1606228948.698
573,0.307,0.437,0.127,0.169,0.165,0.572,0.701,0.33,0.152,0.157,1606228948.8234
574,0.308,0.481,0.123,0.189,0.197,0.504,0.646,0.274,0.164,0.15,1606228948.9482
575,0.322,0.509,0.128,0.221,0.234,0.45,0.624,0.23,0.173,0.139,1606228949.0735
576,0.361,0.272,0.292,0.21,0.145,0.269,0.152,0.234,0.135,0.075,1606228952.4522
577,0.433,0.369,0.322,0.27,0.17,0.315,0.177,0.246,0.152,0.086,1606228952.5769
578,0.477,0.456,0.333,0.323,0.213,0.332,0.201,0.235,0.161,0.096,1606228952.7024
579,0.481,0.524,0.323,0.358,0.264,0.313,0.224,0.204,0.16,0.103,1606228952.8275
580,0.445,0.582,0.299,0.368,0.312,0.261,0.25,0.164,0.151,0.108,1606228952.9524
581,0.383,0.644,0.266,0.357,0.351,0.192,0.285,0.125,0.139,0.111,1606228953.0781
582,0.32,0.726,0.235,0.336,0.375,0.135,0.338,0.097,0.131,0.113,1606228953.2031
583,0.283,0.834,0.217,0.321,0.383,0.118,0.413,0.085,0.133,0.114,1606228953.3276
584,0.292,0.953,0.213,0.319,0.374,0.155,0.5,0.092,0.146,0.116,1606228953.4531
585,0.352,1.056,0.222,0.327,0.349,0.239,0.579,0.117,0.165,0.116,1606228953.5787
586,0.441,1.11,0.24,0.331,0.316,0.342,0.627,0.156,0.179,0.116,1606228953.7034
587,0.535,1.095,0.258,0.32,0.282,0.43,0.627,0.208,0.182,0.114,1606228953.8285
588,0.594,1.009,0.267,0.293,0.258,0.473,0.577,0.263,0.173,0.113,1606228953.9542
589,0.595,0.88,0.262,0.259,0.25,0.458,0.498,0.303,0.155,0.113,1606228954.0787
590,0.538,0.759,0.246,0.233,0.256,0.392,0.428,0.318,0.135,0.115,1606228954.2041
591,0.461,0.699,0.228,0.224,0.268,0.31,0.401,0.303,0.12,0.117,1606228954.3295
592,0.413,0.728,0.218,0.235,0.274,0.264,0.438,0.27,0.113,0.119,1606228954.4542
593,0.416,0.83,0.226,0.258,0.268,0.286,0.535,0.235,0.116,0.12,1606228954.5794
594,0.458,0.958,0.25,0.282,0.252,0.365,0.663,0.212,0.125,0.123,1606228954.7048
595,0.504,1.077,0.28,0.295,0.232,0.459,0.798,0.211,0.136,0.13,1606228954.8299
596,0.524,1.179,0.3,0.294,0.216,0.526,0.939,0.226,0.145,0.138,1606228954.955
597,0.509,1.277,0.303,0.287,0.208,0.539,1.096,0.244,0.147,0.146,1606228955.0804
598,0.471,1.375,0.286,0.28,0.205,0.504,1.265,0.253,0.145,0.152,1606228955.2054
599,0.428,1.459,0.26,0.278,0.203,0.442,1.419,0.252,0.14,0.154,1606228955.3301
