,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,TIME
277,0.162,0.453,0.194,0.58,0.386,0.15,0.422,0.27,0.267,0.119,1606228797.6709
278,0.145,0.394,0.178,0.566,0.385,0.142,0.355,0.224,0.237,0.106,1606228797.796
279,0.137,0.362,0.175,0.552,0.407,0.146,0.324,0.199,0.238,0.108,1606228797.9208
280,0.139,0.368,0.186,0.545,0.441,0.153,0.316,0.193,0.268,0.124,1606228798.046
281,0.149,0.414,0.209,0.544,0.475,0.16,0.315,0.205,0.312,0.151,1606228798.1713
282,0.171,0.48,0.235,0.541,0.5,0.169,0.308,0.231,0.347,0.179,1606228798.296
283,0.208,0.55,0.256,0.529,0.513,0.19,0.289,0.261,0.358,0.199,1606228798.4213
284,0.261,0.616,0.264,0.508,0.514,0.226,0.264,0.285,0.339,0.206,1606228798.5467
285,0.325,0.683,0.256,0.485,0.504,0.273,0.241,0.292,0.299,0.197,1606228798.6715
286,0.392,0.759,0.231,0.472,0.485,0.319,0.226,0.282,0.253,0.179,1606228798.7966
287,0.447,0.848,0.195,0.476,0.457,0.35,0.23,0.26,0.213,0.16,1606228798.9219
288,0.315,0.362,0.243,0.421,0.449,0.254,0.404,0.251,0.14,0.181,1606228811.6845
289,0.332,0.338,0.242,0.395,0.412,0.266,0.505,0.316,0.151,0.153,1606228811.8096
290,0.354,0.298,0.24,0.349,0.396,0.285,0.606,0.38,0.177,0.142,1606228811.9348
291,0.369,0.253,0.237,0.296,0.395,0.306,0.693,0.435,0.206,0.144,1606228812.0597
292,0.364,0.217,0.239,0.258,0.404,0.332,0.749,0.481,0.225,0.149,1606228812.1846
293,0.337,0.197,0.248,0.245,0.421,0.354,0.759,0.517,0.228,0.15,1606228812.3101
294,0.286,0.192,0.268,0.256,0.445,0.372,0.717,0.543,0.216,0.148,1606228812.4354
295,0.223,0.196,0.294,0.28,0.478,0.379,0.63,0.553,0.198,0.147,1606228812.5603
296,0.165,0.2,0.317,0.309,0.514,0.378,0.523,0.544,0.189,0.152,1606228812.6855
297,0.128,0.202,0.331,0.345,0.544,0.364,0.431,0.515,0.206,0.169,1606228812.8106
298,0.117,0.204,0.334,0.398,0.557,0.34,0.382,0.473,0.253,0.195,1606228812.9357
299,0.129,0.211,0.329,0.477,0.543,0.307,0.381,0.423,0.322,0.224,1606228813.0611
300,0.16,0.231,0.327,0.578,0.503,0.269,0.412,0.38,0.39,0.247,1606228813.1864
301,0.206,0.269,0.345,0.68,0.447,0.235,0.443,0.354,0.435,0.253,1606228813.3111
302,0.26,0.324,0.398,0.747,0.387,0.206,0.444,0.352,0.443,0.242,1606228813.4362
303,0.309,0.394,0.484,0.757,0.338,0.185,0.405,0.374,0.416,0.22,1606228813.5618
304,0.344,0.465,0.587,0.701,0.313,0.167,0.339,0.411,0.368,0.197,1606228813.6864
305,0.361,0.519,0.676,0.594,0.32,0.148,0.263,0.443,0.313,0.184,1606228813.8118
306,0.362,0.539,0.72,0.469,0.358,0.128,0.194,0.446,0.263,0.183,1606228813.9371
307,0.354,0.515,0.706,0.357,0.421,0.108,0.139,0.409,0.221,0.192,1606228814.062
308,0.347,0.454,0.641,0.283,0.492,0.091,0.1,0.336,0.185,0.201,1606228814.1871
309,0.344,0.377,0.553,0.249,0.555,0.08,0.076,0.244,0.153,0.204,1606228814.3124
310,0.337,0.315,0.474,0.253,0.595,0.071,0.072,0.165,0.128,0.199,1606228814.4372
311,0.32,0.296,0.427,0.281,0.603,0.062,0.097,0.121,0.118,0.189,1606228814.5622
312,0.495,1.453,0.299,0.33,0.222,0.175,1.007,0.402,0.197,0.149,1606228824.1966
313,0.521,1.66,0.303,0.367,0.213,0.166,1.126,0.488,0.212,0.138,1606228824.3215
314,0.499,1.811,0.3,0.387,0.214,0.169,1.2,0.533,0.214,0.128,1606228824.4466
315,0.433,1.856,0.29,0.395,0.23,0.191,1.201,0.525,0.207,0.122,1606228824.5719
316,0.349,1.775,0.273,0.404,0.258,0.234,1.116,0.477,0.2,0.124,1606228824.6967
317,0.288,1.6,0.253,0.42,0.292,0.293,0.963,0.415,0.2,0.135,1606228824.8218
318,0.271,1.388,0.24,0.445,0.321,0.357,0.776,0.373,0.209,0.151,1606228824.9472
319,0.291,1.196,0.243,0.469,0.337,0.409,0.6,0.368,0.223,0.165,1606228825.0721
320,0.318,1.045,0.258,0.475,0.332,0.432,0.465,0.397,0.233,0.172,1606228825.1978
321,0.332,0.925,0.277,0.452,0.31,0.42,0.374,0.434,0.233,0.169,1606228825.323
322,0.326,0.809,0.29,0.403,0.278,0.374,0.313,0.449,0.221,0.159,1606228825.4476
323,0.302,0.674,0.298,0.343,0.249,0.307,0.261,0.428,0.201,0.149,1606228825.5726
324,0.269,0.524,0.306,0.295,0.228,0.233,0.207,0.374,0.18,0.142,1606228825.6979
325,0.232,0.38,0.321,0.278,0.22,0.166,0.157,0.306,0.167,0.143,1606228825.8227
326,0.202,0.268,0.353,0.294,0.218,0.118,0.126,0.245,0.164,0.149,1606228825.9476
327,0.179,0.206,0.398,0.332,0.216,0.089,0.121,0.204,0.169,0.157,1606228826.0731
328,0.164,0.191,0.449,0.377,0.208,0.076,0.139,0.186,0.173,0.161,1606228826.198
329,0.149,0.208,0.49,0.413,0.198,0.069,0.164,0.184,0.172,0.159,1606228826.3227
330,0.132,0.235,0.511,0.433,0.195,0.062,0.176,0.192,0.169,0.155,1606228826.4482
331,0.118,0.258,0.51,0.432,0.208,0.059,0.168,0.202,0.168,0.153,1606228826.5732
332,0.108,0.273,0.486,0.412,0.238,0.059,0.142,0.212,0.173,0.158,1606228826.6979
333,0.109,0.28,0.443,0.379,0.28,0.062,0.107,0.218,0.184,0.171,1606228826.8235
334,0.115,0.285,0.387,0.341,0.318,0.065,0.075,0.214,0.2,0.186,1606228826.9487
335,0.122,0.294,0.326,0.306,0.34,0.072,0.056,0.202,0.217,0.197,1606228827.0734
336,0.644,0.764,0.306,0.376,0.268,0.812,0.63,0.303,0.309,0.172,1606228833.58
337,0.472,0.738,0.316,0.416,0.279,0.647,0.582,0.264,0.325,0.159,1606228833.7052
338,0.315,0.712,0.351,0.439,0.302,0.463,0.564,0.249,0.319,0.155,1606228833.831
339,0.21,0.69,0.404,0.439,0.333,0.304,0.57,0.259,0.292,0.162,1606228833.9562
340,0.169,0.666,0.461,0.417,0.364,0.196,0.589,0.285,0.254,0.177,1606228834.0814
341,0.177,0.634,0.503,0.378,0.391,0.142,0.608,0.31,0.216,0.194,1606228834.2061
342,0.209,0.595,0.511,0.331,0.408,0.123,0.618,0.316,0.189,0.207,1606228834.3313
343,0.247,0.548,0.478,0.285,0.413,0.117,0.615,0.295,0.175,0.21,1606228834.4562
344,0.277,0.498,0.413,0.251,0.404,0.112,0.602,0.255,0.17,0.199,1606228834.5812
345,0.295,0.446,0.339,0.235,0.382,0.103,0.598,0.214,0.169,0.178,1606228834.7065
346,0.301,0.402,0.276,0.242,0.353,0.097,0.631,0.193,0.169,0.151,1606228834.8319
347,0.298,0.39,0.241,0.273,0.329,0.101,0.726,0.201,0.172,0.131,1606228834.9566
348,0.287,0.428,0.231,0.318,0.323,0.114,0.877,0.232,0.18,0.126,1606228835.0817
349,0.278,0.517,0.234,0.358,0.339,0.138,1.05,0.268,0.191,0.137,1606228835.2068
350,0.274,0.635,0.236,0.376,0.373,0.171,1.188,0.293,0.203,0.16,1606228835.3315
351,0.28,0.753,0.233,0.363,0.417,0.202,1.25,0.301,0.211,0.186,1606228835.4568
352,0.298,0.843,0.228,0.327,0.465,0.224,1.226,0.296,0.215,0.207,1606228835.5827
353,0.322,0.88,0.225,0.283,0.516,0.232,1.131,0.279,0.216,0.219,1606228835.7078
354,0.357,0.861,0.226,0.25,0.571,0.226,1.001,0.253,0.216,0.224,1606228835.8327
355,0.423,0.797,0.231,0.238,0.631,0.216,0.873,0.222,0.219,0.227,1606228835.9584
356,0.529,0.707,0.246,0.25,0.688,0.211,0.766,0.202,0.226,0.235,1606228836.0835
357,0.667,0.607,0.27,0.277,0.729,0.215,0.682,0.207,0.24,0.25,1606228836.2082
358,0.811,0.509,0.3,0.311,0.737,0.227,0.611,0.246,0.262,0.269,1606228836.3336
359,0.921,0.423,0.329,0.344,0.705,0.241,0.547,0.309,0.29,0.289,1606228836.4586
360,0.251,0.325,0.262,0.408,0.253,0.598,0.453,0.149,0.327,0.147,1606228839.8361
361,0.3,0.374,0.222,0.408,0.256,0.556,0.598,0.187,0.373,0.173,1606228839.9612
362,0.355,0.421,0.201,0.417,0.269,0.488,0.742,0.213,0.405,0.2,1606228840.0863
363,0.402,0.464,0.207,0.427,0.289,0.418,0.845,0.222,0.416,0.222,1606228840.2116
364,0.428,0.502,0.238,0.429,0.305,0.373,0.885,0.218,0.407,0.236,1606228840.3369
365,0.426,0.536,0.276,0.424,0.31,0.367,0.861,0.205,0.381,0.239,1606228840.4615
366,0.401,0.564,0.305,0.419,0.302,0.397,0.79,0.188,0.348,0.232,1606228840.5867
367,0.361,0.578,0.32,0.424,0.285,0.439,0.693,0.175,0.319,0.219,1606228840.7121
368,0.321,0.569,0.329,0.44,0.268,0.464,0.586,0.176,0.297,0.202,1606228840.8369
369,0.302,0.54,0.335,0.457,0.257,0.461,0.48,0.193,0.284,0.187,1606228840.962
370,0.316,0.511,0.341,0.462,0.256,0.436,0.382,0.221,0.273,0.179,1606228841.0875
371,0.359,0.508,0.344,0.445,0.266,0.398,0.301,0.25,0.258,0.183,1606228841.2123
372,0.41,0.551,0.345,0.407,0.283,0.36,0.252,0.275,0.234,0.199,1606228841.3375
373,0.447,0.642,0.341,0.361,0.301,0.327,0.244,0.294,0.203,0.221,1606228841.4629
374,0.465,0.758,0.328,0.33,0.314,0.309,0.277,0.305,0.17,0.244,1606228841.5877
375,0.468,0.863,0.307,0.326,0.317,0.305,0.351,0.313,0.144,0.264,1606228841.7126
376,0.462,0.934,0.282,0.349,0.308,0.316,0.462,0.32,0.129,0.28,1606228841.8381
377,0.455,0.964,0.26,0.386,0.29,0.337,0.601,0.329,0.125,0.292,1606228841.9632
378,0.442,0.959,0.249,0.421,0.27,0.354,0.746,0.34,0.127,0.303,1606228842.0879
379,0.423,0.937,0.251,0.441,0.259,0.361,0.868,0.353,0.131,0.313,1606228842.2132
380,0.406,0.907,0.261,0.441,0.265,0.358,0.936,0.365,0.134,0.324,1606228842.3386
381,0.404,0.868,0.271,0.424,0.291,0.352,0.926,0.378,0.137,0.331,1606228842.4639
382,0.433,0.817,0.269,0.396,0.331,0.352,0.844,0.393,0.142,0.334,1606228842.5895
383,0.499,0.751,0.25,0.363,0.372,0.367,0.72,0.404,0.154,0.331,1606228842.7148
384,0.232,0.464,0.305,0.377,0.424,0.548,0.448,0.183,0.294,0.254,1606228852.3486
385,0.199,0.525,0.304,0.431,0.472,0.466,0.482,0.193,0.285,0.277,1606228852.4739
386,0.175,0.567,0.341,0.479,0.497,0.37,0.508,0.24,0.268,0.283,1606228852.5995
387,0.161,0.571,0.418,0.501,0.497,0.282,0.511,0.311,0.243,0.273,1606228852.7241
388,0.156,0.535,0.529,0.488,0.484,0.219,0.484,0.388,0.21,0.253,1606228852.8493
389,0.156,0.48,0.652,0.444,0.473,0.189,0.434,0.452,0.177,0.228,1606228852.9747
390,0.158,0.432,0.769,0.384,0.477,0.184,0.371,0.493,0.149,0.207,1606228853.1
391,0.163,0.404,0.866,0.327,0.499,0.194,0.308,0.512,0.134,0.193,1606228853.2251
392,0.167,0.396,0.939,0.285,0.526,0.203,0.251,0.519,0.128,0.188,1606228853.3504
393,0.172,0.397,0.988,0.263,0.546,0.206,0.207,0.525,0.128,0.193,1606228853.4751
394,0.177,0.391,1.006,0.257,0.556,0.203,0.176,0.532,0.128,0.216,1606228853.6
395,0.181,0.381,0.983,0.257,0.566,0.195,0.162,0.53,0.127,0.26,1606228853.7254
396,0.182,0.377,0.91,0.264,0.595,0.185,0.168,0.508,0.126,0.326,1606228853.8503
397,0.181,0.392,0.797,0.278,0.662,0.176,0.193,0.462,0.128,0.406,1606228853.9753
398,0.182,0.426,0.675,0.302,0.764,0.179,0.235,0.402,0.135,0.484,1606228854.1007
399,0.192,0.47,0.586,0.336,0.874,0.199,0.294,0.349,0.15,0.541,1606228854.2258
400,0.216,0.497,0.56,0.381,0.948,0.238,0.361,0.322,0.167,0.565,1606228854.3507
401,0.251,0.486,0.59,0.429,0.952,0.287,0.422,0.326,0.183,0.549,1606228854.4759
402,0.29,0.436,0.643,0.471,0.877,0.331,0.462,0.348,0.19,0.501,1606228854.6014
403,0.319,0.36,0.677,0.497,0.75,0.357,0.469,0.365,0.188,0.439,1606228854.7263
404,0.325,0.278,0.662,0.501,0.623,0.354,0.437,0.359,0.18,0.385,1606228854.8514
405,0.302,0.207,0.591,0.48,0.549,0.319,0.375,0.329,0.171,0.358,1606228854.9769
406,0.253,0.153,0.483,0.435,0.552,0.261,0.295,0.289,0.165,0.365,1606228855.1018
407,0.195,0.12,0.368,0.372,0.617,0.197,0.219,0.255,0.166,0.399,1606228855.2267
408,0.421,0.228,0.154,0.374,0.255,0.279,0.308,0.066,0.195,0.058,1606228867.9904
409,0.393,0.26,0.181,0.416,0.252,0.298,0.308,0.095,0.203,0.066,1606228868.1153
410,0.344,0.313,0.233,0.455,0.254,0.307,0.302,0.153,0.195,0.076,1606228868.2403
411,0.278,0.403,0.313,0.483,0.26,0.303,0.313,0.237,0.175,0.088,1606228868.3658
412,0.209,0.531,0.412,0.496,0.265,0.285,0.362,0.331,0.152,0.097,1606228868.4911
413,0.149,0.672,0.513,0.494,0.267,0.258,0.445,0.414,0.132,0.103,1606228868.6165
414,0.112,0.781,0.59,0.483,0.269,0.233,0.537,0.46,0.122,0.105,1606228868.7415
415,0.105,0.822,0.625,0.472,0.275,0.217,0.602,0.453,0.122,0.107,1606228868.8666
416,0.132,0.779,0.614,0.465,0.291,0.218,0.613,0.396,0.131,0.113,1606228868.9914
417,0.193,0.67,0.565,0.466,0.316,0.24,0.571,0.311,0.146,0.125,1606228869.1166
418,0.285,0.528,0.501,0.476,0.346,0.282,0.495,0.223,0.164,0.141,1606228869.2421
419,0.394,0.395,0.446,0.496,0.372,0.333,0.419,0.154,0.18,0.154,1606228869.3669
420,0.5,0.3,0.413,0.516,0.387,0.38,0.366,0.11,0.193,0.16,1606228869.4919
421,0.579,0.254,0.393,0.525,0.386,0.408,0.348,0.086,0.197,0.155,1606228869.6172
422,0.619,0.244,0.37,0.51,0.367,0.407,0.353,0.072,0.189,0.14,1606228869.7424
423,0.618,0.249,0.328,0.471,0.338,0.375,0.359,0.065,0.173,0.119,1606228869.8673
424,0.586,0.253,0.266,0.425,0.312,0.322,0.348,0.065,0.154,0.1,1606228869.9926
425,0.537,0.255,0.198,0.397,0.297,0.262,0.318,0.076,0.143,0.093,1606228870.1176
426,0.483,0.257,0.142,0.41,0.296,0.209,0.276,0.098,0.149,0.099,1606228870.2426
427,0.433,0.257,0.112,0.47,0.306,0.177,0.237,0.124,0.172,0.12,1606228870.3682
428,0.389,0.265,0.115,0.561,0.318,0.169,0.219,0.144,0.206,0.153,1606228870.4932
429,0.351,0.302,0.144,0.652,0.325,0.184,0.254,0.154,0.241,0.191,1606228870.6179
430,0.32,0.391,0.185,0.707,0.321,0.212,0.364,0.158,0.269,0.227,1606228870.7432
431,0.299,0.538,0.226,0.707,0.308,0.238,0.549,0.164,0.285,0.253,1606228870.8687
432,0.733,1.093,0.331,0.285,0.227,0.34,0.612,0.159,0.173,0.113,1606228883.6304
433,0.72,0.873,0.313,0.262,0.22,0.372,0.561,0.194,0.172,0.118,1606228883.7558
434,0.664,0.635,0.289,0.238,0.21,0.383,0.494,0.222,0.163,0.126,1606228883.8811
435,0.579,0.424,0.272,0.224,0.205,0.369,0.419,0.24,0.151,0.138,1606228884.0062
436,0.488,0.274,0.274,0.234,0.206,0.329,0.342,0.247,0.14,0.153,1606228884.1315
437,0.411,0.187,0.302,0.273,0.214,0.274,0.267,0.246,0.136,0.169,1606228884.2569
438,0.358,0.149,0.346,0.335,0.224,0.218,0.204,0.246,0.142,0.179,1606228884.3822
439,0.334,0.141,0.39,0.406,0.23,0.173,0.158,0.257,0.16,0.183,1606228884.5071
440,0.355,0.159,0.423,0.47,0.23,0.162,0.136,0.284,0.189,0.179,1606228884.6324
441,0.443,0.207,0.434,0.514,0.227,0.212,0.144,0.327,0.223,0.173,1606228884.7571
442,0.602,0.283,0.42,0.529,0.232,0.342,0.184,0.375,0.254,0.171,1606228884.8822
443,0.804,0.374,0.379,0.516,0.256,0.541,0.247,0.415,0.272,0.178,1606228885.0078
444,0.997,0.46,0.32,0.48,0.306,0.769,0.312,0.438,0.276,0.198,1606228885.1327
445,1.123,0.524,0.259,0.429,0.376,0.962,0.362,0.446,0.263,0.225,1606228885.2577
446,1.136,0.55,0.21,0.373,0.45,1.061,0.383,0.445,0.236,0.251,1606228885.383
447,1.026,0.538,0.181,0.321,0.505,1.032,0.368,0.439,0.201,0.267,1606228885.5076
448,0.826,0.494,0.167,0.279,0.528,0.889,0.326,0.427,0.165,0.266,1606228885.6327
449,0.599,0.432,0.162,0.253,0.514,0.679,0.273,0.403,0.134,0.248,1606228885.7582
450,0.404,0.367,0.157,0.241,0.476,0.463,0.224,0.363,0.113,0.218,1606228885.8831
451,0.277,0.307,0.146,0.239,0.432,0.29,0.186,0.308,0.102,0.183,1606228886.0078
452,0.218,0.255,0.128,0.241,0.397,0.181,0.161,0.251,0.098,0.152,1606228886.1334
453,0.195,0.209,0.112,0.243,0.378,0.122,0.141,0.21,0.099,0.132,1606228886.2585
454,0.19,0.174,0.114,0.248,0.369,0.095,0.122,0.199,0.102,0.123,1606228886.3833
455,0.197,0.159,0.149,0.261,0.362,0.082,0.104,0.217,0.106,0.122,1606228886.5087
456,0.245,0.974,0.265,0.182,0.166,0.173,0.961,0.138,0.166,0.128,1606228896.1434
457,0.274,1.056,0.339,0.175,0.183,0.195,0.977,0.13,0.142,0.143,1606228896.2683
458,0.338,1.123,0.416,0.176,0.199,0.231,0.948,0.132,0.116,0.152,1606228896.394
459,0.416,1.136,0.474,0.177,0.21,0.275,0.862,0.138,0.094,0.154,1606228896.5192
460,0.475,1.07,0.49,0.17,0.216,0.318,0.733,0.143,0.077,0.15,1606228896.6436
461,0.501,0.938,0.457,0.156,0.223,0.35,0.594,0.142,0.068,0.146,1606228896.769
462,0.501,0.785,0.385,0.138,0.234,0.369,0.486,0.138,0.069,0.149,1606228896.8942
463,0.493,0.675,0.298,0.123,0.249,0.38,0.443,0.133,0.08,0.161,1606228897.0189
464,0.483,0.647,0.222,0.115,0.264,0.383,0.466,0.131,0.099,0.178,1606228897.1442
465,0.466,0.695,0.175,0.115,0.271,0.377,0.527,0.127,0.12,0.192,1606228897.2697
466,0.434,0.776,0.159,0.118,0.263,0.357,0.58,0.121,0.136,0.198,1606228897.3944
467,0.393,0.833,0.164,0.122,0.238,0.327,0.594,0.114,0.14,0.189,1606228897.5195
468,0.359,0.831,0.181,0.121,0.202,0.289,0.563,0.111,0.133,0.168,1606228897.6449
469,0.352,0.766,0.198,0.116,0.162,0.254,0.505,0.118,0.119,0.141,1606228897.7698
470,0.376,0.658,0.209,0.109,0.126,0.233,0.453,0.136,0.105,0.114,1606228897.8949
471,0.421,0.539,0.213,0.103,0.098,0.234,0.429,0.165,0.098,0.094,1606228898.0205
472,0.459,0.431,0.211,0.103,0.079,0.249,0.435,0.198,0.099,0.08,1606228898.1456
473,0.461,0.346,0.212,0.113,0.068,0.259,0.451,0.224,0.107,0.073,1606228898.2704
474,0.414,0.28,0.217,0.132,0.065,0.251,0.45,0.237,0.117,0.072,1606228898.3959
475,0.336,0.223,0.227,0.158,0.069,0.222,0.416,0.229,0.125,0.073,1606228898.521
476,0.267,0.174,0.237,0.184,0.082,0.179,0.347,0.203,0.128,0.078,1606228898.6457
477,0.241,0.135,0.244,0.208,0.101,0.136,0.259,0.164,0.13,0.085,1606228898.7711
478,0.268,0.117,0.248,0.228,0.126,0.102,0.174,0.125,0.132,0.095,1606228898.8962
479,0.339,0.13,0.251,0.244,0.152,0.083,0.114,0.092,0.133,0.104,1606228899.0211
480,0.601,0.699,0.378,0.306,0.121,0.238,0.419,0.122,0.144,0.107,1606228902.4002
481,0.472,0.57,0.326,0.265,0.111,0.199,0.356,0.099,0.126,0.091,1606228902.5253
482,0.327,0.416,0.282,0.229,0.106,0.16,0.283,0.087,0.106,0.077,1606228902.6501
483,0.21,0.271,0.25,0.208,0.108,0.129,0.21,0.08,0.084,0.066,1606228902.7754
484,0.144,0.162,0.232,0.212,0.12,0.11,0.145,0.077,0.068,0.061,1606228902.9007
485,0.123,0.101,0.228,0.246,0.149,0.102,0.096,0.079,0.061,0.063,1606228903.0256
486,0.126,0.094,0.235,0.3,0.2,0.097,0.069,0.086,0.067,0.075,1606228903.1509
487,0.132,0.129,0.247,0.355,0.273,0.092,0.063,0.098,0.081,0.096,1606228903.2762
488,0.135,0.189,0.259,0.394,0.354,0.085,0.072,0.114,0.097,0.12,1606228903.401
489,0.138,0.256,0.266,0.405,0.425,0.076,0.09,0.139,0.111,0.144,1606228903.5264
490,0.144,0.319,0.266,0.389,0.467,0.066,0.115,0.173,0.122,0.162,1606228903.6519
491,0.165,0.37,0.262,0.355,0.47,0.057,0.141,0.212,0.129,0.169,1606228903.7767
492,0.209,0.404,0.259,0.317,0.438,0.056,0.163,0.245,0.13,0.166,1606228903.9016
493,0.28,0.421,0.263,0.284,0.386,0.067,0.177,0.262,0.127,0.154,1606228904.0269
494,0.366,0.423,0.283,0.264,0.335,0.09,0.186,0.26,0.12,0.138,1606228904.1518
495,0.443,0.411,0.324,0.257,0.297,0.121,0.19,0.24,0.111,0.124,1606228904.2767
496,0.487,0.389,0.381,0.259,0.278,0.154,0.193,0.21,0.104,0.114,1606228904.4022
497,0.487,0.358,0.443,0.262,0.271,0.178,0.199,0.177,0.104,0.111,1606228904.5274
498,0.443,0.322,0.492,0.26,0.268,0.193,0.207,0.147,0.115,0.115,1606228904.6524
499,0.371,0.287,0.514,0.246,0.259,0.196,0.224,0.124,0.136,0.129,1606228904.7779
500,0.291,0.264,0.5,0.219,0.243,0.196,0.266,0.107,0.163,0.151,1606228904.9029
501,0.231,0.266,0.451,0.184,0.222,0.199,0.353,0.095,0.187,0.178,1606228905.0274
502,0.214,0.305,0.379,0.151,0.201,0.216,0.506,0.09,0.202,0.2,1606228905.1529
503,0.25,0.381,0.3,0.132,0.189,0.252,0.719,0.097,0.208,0.212,1606228905.2782
504,0.218,0.643,0.834,0.432,0.385,0.173,0.561,0.557,0.219,0.114,1606228914.9126
505,0.242,0.609,0.863,0.344,0.387,0.162,0.512,0.528,0.171,0.098,1606228915.0381
506,0.248,0.52,0.807,0.265,0.363,0.142,0.425,0.457,0.138,0.087,1606228915.1631
507,0.232,0.402,0.682,0.211,0.321,0.125,0.326,0.363,0.122,0.084,1606228915.2878
508,0.203,0.28,0.52,0.183,0.281,0.123,0.238,0.266,0.12,0.09,1606228915.4134
509,0.174,0.176,0.36,0.172,0.265,0.142,0.177,0.184,0.125,0.105,1606228915.5384
510,0.164,0.102,0.229,0.17,0.283,0.178,0.145,0.126,0.13,0.124,1606228915.6633
511,0.179,0.061,0.142,0.17,0.329,0.218,0.136,0.092,0.128,0.142,1606228915.7887
512,0.218,0.052,0.095,0.171,0.379,0.243,0.138,0.075,0.118,0.153,1606228915.9141
513,0.273,0.068,0.08,0.175,0.413,0.249,0.139,0.07,0.103,0.154,1606228916.0391
514,0.332,0.098,0.086,0.182,0.417,0.235,0.135,0.072,0.088,0.148,1606228916.1644
515,0.381,0.131,0.101,0.189,0.394,0.213,0.128,0.08,0.078,0.137,1606228916.2898
516,0.406,0.156,0.115,0.189,0.355,0.19,0.12,0.09,0.075,0.126,1606228916.4143
517,0.402,0.168,0.122,0.179,0.318,0.17,0.114,0.098,0.075,0.12,1606228916.5395
518,0.375,0.166,0.125,0.162,0.299,0.156,0.114,0.101,0.075,0.122,1606228916.6649
519,0.343,0.155,0.129,0.143,0.304,0.151,0.122,0.102,0.073,0.136,1606228916.7896
520,0.325,0.146,0.138,0.129,0.328,0.156,0.139,0.106,0.071,0.162,1606228916.9149
521,0.328,0.15,0.153,0.123,0.36,0.173,0.162,0.118,0.073,0.196,1606228917.0403
522,0.349,0.173,0.167,0.126,0.387,0.198,0.184,0.141,0.081,0.229,1606228917.1653
523,0.371,0.209,0.174,0.134,0.401,0.219,0.199,0.168,0.093,0.252,1606228917.2902
524,0.375,0.248,0.169,0.143,0.401,0.225,0.206,0.19,0.106,0.256,1606228917.4154
525,0.35,0.281,0.156,0.151,0.389,0.211,0.212,0.201,0.115,0.239,1606228917.5403
526,0.299,0.309,0.147,0.156,0.372,0.181,0.238,0.205,0.117,0.206,1606228917.6653
527,0.237,0.334,0.152,0.161,0.354,0.145,0.3,0.209,0.111,0.168,1606228917.7907
528,1.099,0.558,0.2,0.284,0.423,0.835,0.592,0.247,0.216,0.206,1606228936.8109
529,1.078,0.591,0.194,0.295,0.464,0.756,0.511,0.271,0.2,0.203,1606228936.9363
530,1.009,0.592,0.206,0.323,0.469,0.656,0.453,0.321,0.194,0.196,1606228937.0611
531,0.895,0.553,0.238,0.368,0.437,0.543,0.406,0.391,0.201,0.184,1606228937.1864
532,0.743,0.478,0.278,0.421,0.38,0.423,0.355,0.454,0.211,0.167,1606228937.3117
533,0.567,0.387,0.311,0.47,0.319,0.308,0.297,0.484,0.218,0.148,1606228937.4363
534,0.393,0.305,0.333,0.502,0.272,0.208,0.239,0.467,0.212,0.129,1606228937.5615
535,0.25,0.252,0.357,0.512,0.246,0.131,0.191,0.409,0.191,0.113,1606228937.6872
536,0.154,0.229,0.402,0.506,0.24,0.08,0.159,0.331,0.159,0.101,1606228937.8118
537,0.109,0.224,0.473,0.491,0.241,0.058,0.142,0.258,0.125,0.092,1606228937.9369
538,0.107,0.223,0.556,0.478,0.239,0.061,0.135,0.207,0.098,0.087,1606228938.0622
539,0.143,0.227,0.616,0.468,0.233,0.082,0.134,0.177,0.082,0.082,1606228938.1871
540,0.218,0.24,0.62,0.46,0.227,0.113,0.132,0.161,0.076,0.079,1606228938.3121
541,0.328,0.266,0.553,0.447,0.223,0.146,0.125,0.153,0.076,0.075,1606228938.4376
542,0.453,0.296,0.431,0.421,0.221,0.175,0.12,0.155,0.076,0.071,1606228938.5624
543,0.56,0.321,0.29,0.377,0.219,0.198,0.127,0.172,0.074,0.067,1606228938.6876
544,0.621,0.331,0.17,0.318,0.216,0.218,0.157,0.2,0.069,0.066,1606228938.8131
545,0.624,0.319,0.096,0.255,0.211,0.245,0.213,0.233,0.064,0.068,1606228938.9383
546,0.579,0.296,0.07,0.196,0.205,0.282,0.283,0.26,0.058,0.075,1606228939.0628
547,0.514,0.286,0.081,0.152,0.197,0.323,0.356,0.274,0.053,0.088,1606228939.1883
548,0.458,0.318,0.118,0.126,0.189,0.355,0.419,0.277,0.052,0.108,1606228939.3136
549,0.43,0.41,0.168,0.118,0.181,0.367,0.459,0.27,0.054,0.129,1606228939.4383
550,0.422,0.555,0.222,0.125,0.175,0.351,0.474,0.257,0.06,0.146,1606228939.5636
551,0.415,0.725,0.268,0.14,0.172,0.316,0.471,0.245,0.07,0.157,1606228939.689
552,0.364,0.528,0.164,0.295,0.32,0.419,0.607,0.191,0.176,0.124,1606228949.3232
553,0.363,0.531,0.192,0.319,0.366,0.413,0.573,0.192,0.168,0.128,1606228949.4486
554,0.336,0.532,0.229,0.326,0.408,0.38,0.518,0.198,0.151,0.137,1606228949.5742
